"","dst","lambda","tr","ol"
"538",8,1060,0.677798829193685,60.3302001953125
"539",9,1060,0.786639789716658,60.3302001953125
"540",10,1060,3.59812834627009,60.3302001953125
"541",1,1060,3.79181607945643,60.3302001953125
"542",2,1060,0.0638043615176325,60.3302001953125
"543",3,1060,0.833869540790623,60.3302001953125
"544",4,1060,1.86896966938071,60.3302001953125
"545",5,1060,3.53386146139744,60.3302001953125
"546",6,1060,0.0679750964995933,60.3302001953125
"547",7,1060,0.0231274884142988,60.3302001953125
"548",8,1060,0.691049842100417,60.3302001953125
"549",9,1060,0.784374360644638,60.3302001953125
"550",10,1060,3.55805121566659,60.3302001953125
"551",1,1060,3.79033858168326,60.3302001953125
"552",2,1060,0.0627468427151786,60.3302001953125
"553",3,1060,0.83971846639811,60.3302001953125
"554",4,1060,1.87801048475872,60.3302001953125
"555",5,1060,3.50369107613133,60.3302001953125
"556",6,1060,0.0626250264072284,60.3302001953125
"557",7,1060,0.0261966097403957,60.3302001953125
"558",8,1060,0.699722536790583,60.3302001953125
"559",9,1060,0.782521513637835,60.3302001953125
"560",10,1060,3.60785775237375,60.3302001953125
"561",1,1060,3.77871880921486,60.3302001953125
"562",2,1060,0.0598246455925902,60.3302001953125
"563",3,1060,0.82074586887818,60.3302001953125
"564",4,1060,1.89954719283409,60.3302001953125
"565",5,1060,3.50182840726637,60.3302001953125
"566",6,1060,0.055685443366502,60.3302001953125
"567",7,1060,0.0225845412195867,60.3302001953125
"568",8,1060,0.680314100062382,60.3302001953125
"569",9,1060,0.760060118669128,60.3302001953125
"570",10,1060,3.55326605665509,60.3302001953125
"571",1,1060,3.78815054719861,60.3302001953125
"572",2,1060,0.0595514615660434,60.3302001953125
"573",3,1060,0.83690318931244,60.3302001953125
"574",4,1060,1.84267734162026,60.3302001953125
"575",5,1060,3.51417633825634,60.3302001953125
"576",6,1060,0.0669100086668756,60.3302001953125
"577",7,1060,0.0226313152411631,60.3302001953125
"578",8,1060,0.710176724917466,60.3302001953125
